"Identifier","Organisation_Name","Sub_building_Name","Building_Name","Building_Number","Primary_Thorfare","Alt_Thorfare","Secondary_Thorfare","Locality","Townland","Town","County","Postcode","x_coordinates","y_coordinates"
88740,NA,NA,"THE HERMITAGE","31","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BE",267054,422446
88741,"DANIEL HENRY ESTATE AGENTS",NA,NA,"32","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267061,423168
88742,NA,NA,NA,"11","TYLER AVENUE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DT",267832,423575
88748,"STELFOX","OFFICE (GD FLOOR)",NA,"14","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266974,423204
88750,NA,NA,NA,"6","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EG",267410,422384
88753,NA,NA,"CHRIST CHURCH (C OF I)",NA,"MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490ET",267167,423450
88757,NA,NA,NA,"27","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267547,421709
88758,"CHRISTIAN DROP IN CENTRE",NA,"VICTORIA HALL",NA,"GLENVIEW DRIVE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RZ",267548,422109
88759,NA,NA,NA,"184","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268191,423101
88760,NA,NA,NA,"98","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268199,422140
88764,"BALDIES",NA,NA,"8","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267104,423100
88765,NA,NA,NA,"27","SCROGGY ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267810,422753
88769,NA,NA,NA,"5","O'CAHAN WAY",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DG",267304,421696
88770,NA,NA,NA,"9","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268249,422466
88772,NA,NA,NA,"37","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268327,422378
88775,NA,NA,NA,"84","RINGSEND ROAD",NA,NA,NA,"LECK","LIMAVADY","LONDONDERRY","BT490QJ",272854,423282
88776,NA,NA,NA,"18","PROTESTANT STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",267027,422882
88777,NA,NA,NA,"29","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BE",267030,422475
88780,NA,NA,NA,"28","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268579,420188
88781,NA,NA,NA,"95","ALEXANDER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267435,423373
88782,NA,NA,NA,"10","GLENSIDE BRAE",NA,NA,NA,"DEER PARK","LIMAVADY","LONDONDERRY","BT490RY",267921,421684
88783,NA,NA,NA,"7","SCRIGGAN ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DH",268051,423608
88785,NA,NA,NA,"3","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268693,420170
88787,"WINEMARK",NA,NA,"88A","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490ET",267212,423394
88788,NA,NA,NA,"20","TERRYDOO ROAD",NA,NA,NA,"BALLYCRUM","LIMAVADY","LONDONDERRY","BT490PF",273812,422303
88792,NA,NA,NA,"219","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268615,421432
88793,NA,NA,NA,"15","ROSSNAVANNA",NA,NA,"BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268847,422004
88794,"NEW TOWN INN LTD",NA,NA,"163-165","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267295,422406
88798,NA,NA,NA,"16C","LOWRY PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NX",268420,421654
88805,NA,NA,NA,"7","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268239,422476
88806,NA,NA,NA,"19","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268477,423054
88807,NA,NA,NA,"18","GLENBEG WALK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267758,421905
88808,NA,NA,NA,"109","HIGHLANDS ROAD",NA,NA,NA,"CLAGAN","LIMAVADY","LONDONDERRY","BT499LY",264152,420653
88809,NA,NA,NA,"135","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SP",268257,423131
88810,NA,NA,NA,"78","WHISPERING PINES",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UF",269107,422563
88815,NA,NA,NA,"202","DRUMSURN ROAD",NA,NA,NA,"LISLANE","LIMAVADY","LONDONDERRY","BT490PG",271616,418848
88822,NA,NA,NA,"19","CLOVERVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BG",268661,422255
88839,NA,NA,NA,"12","BOVALLY ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268789,422245
89018,NA,NA,NA,"47","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271945,417251
89038,NA,NA,NA,"244","DRUMSURN ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PG",271855,417268
89046,NA,NA,NA,"20","EAST ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT490NW",269535,417443
89050,NA,NA,NA,"45","GORTNARNEY ROAD",NA,NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490PZ",273450,417246
91122,NA,NA,NA,"4","BOUCHER CLOSE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DD",267269,422974
94370,NA,NA,NA,"32","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271955,417297
94948,NA,NA,NA,"175","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268514,421541
94985,NA,NA,NA,"3B","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267350,422328
95318,NA,NA,NA,"284","BALLYQUIN ROAD",NA,NA,NA,"DRUMADREEN","LIMAVADY","LONDONDERRY","BT499HB",269076,416060
95362,"OLIVER MURPHY CAR MECHANIC",NA,NA,"26A","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267096,422951
95463,"LISLYN RETAIL LTD.",NA,"SHOP ELECTRIC","103","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267227,423355
95484,NA,NA,NA,"31","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268487,422133
95495,NA,NA,NA,"1A","RATHBUAN BUSINESS PARK",NA,"GREYSTONE ROAD",NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268629,423081
95593,NA,NA,NA,"59","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267219,422192
95740,NA,NA,NA,"4","DONALD'S WAY",NA,NA,"NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AZ",267401,422512
95883,NA,NA,NA,"29A","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267014,423191
95896,NA,NA,NA,"38","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268678,422944
96191,NA,NA,NA,"2","ASHBOURNE ROAD",NA,NA,NA,"WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
96193,NA,NA,NA,"36","ASHBOURNE ROAD",NA,NA,NA,"WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
96322,NA,NA,NA,"17","OUGHTYMOYLE AVENUE",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JZ",266757,431751
96442,NA,NA,NA,"3","SPERRIN ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AS",267414,422447
96588,NA,"FLAT 2",NA,"6","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266988,423031
96689,NA,NA,NA,"36","TERRYDOO ROAD",NA,NA,NA,"SOUTH TERRYDOO WALKER","LIMAVADY","LONDONDERRY","BT490PF",273510,421763
96962,NA,NA,NA,"68","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268074,422228
96980,NA,NA,NA,"137","DOWLAND ROAD",NA,NA,"FRUITHILL","DOWLAND","LIMAVADY","LONDONDERRY","BT490HT",267520,426782
96981,NA,NA,NA,"43","BARANAILT ROAD",NA,NA,NA,"TAMLAGHT","LIMAVADY","LONDONDERRY","BT499HL",265979,421794
97171,NA,"APARTMENT C",NA,"4","LODGE COURT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EY",266908,423190
97175,"BALLYQUIN ORANGEHALL",NA,NA,"190","BALLYQUIN ROAD",NA,NA,NA,"BALLYQUIN","LIMAVADY","LONDONDERRY","BT499HA",269008,417929
97177,NA,NA,NA,"14","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268409,422260
97178,NA,NA,NA,"94","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BE",267080,422475
97215,NA,NA,NA,"102","TERRYDOO ROAD",NA,NA,NA,"AGHANSILLAGH","LIMAVADY","LONDONDERRY","BT490PF",272714,419673
97216,NA,NA,NA,"12","DROMORE AVENUE",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265217,420129
97224,NA,NA,NA,"6","LOMOND PARK",NA,NA,NA,"LOMOND","LIMAVADY","LONDONDERRY","BT499EQ",266178,426049
97238,NA,NA,NA,"13","DAIRYVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268787,422331
97960,NA,NA,NA,"22A","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266955,423251
97961,NA,"FLAT F",NA,"38","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BB",266998,422697
98091,NA,NA,NA,"23","DOWLAND ROAD",NA,NA,"FRUITHILL","STREEVE","LIMAVADY","LONDONDERRY","BT490HP",268288,424054
98308,NA,NA,NA,"58","EDENVALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RF",268473,421961
98340,NA,NA,NA,"150","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AP",267313,422459
98350,NA,NA,NA,"5","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268521,423059
98359,NA,NA,NA,"9","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268242,422422
98466,NA,NA,NA,"95","CARROWCLARE ROAD",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EB",263940,427843
98521,NA,NA,NA,"47","BISHOPS ROAD",NA,NA,NA,"BALLYHANNA","LIMAVADY","LONDONDERRY","BT490JL",270397,427911
98710,NA,NA,NA,"1","ELSTREE COURT",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490TG",267642,423491
98734,NA,NA,NA,"8","BALLYMORE AVENUE",NA,NA,NA,"BALLYMORE","LIMAVADY","LONDONDERRY","BT499LG",267039,419524
98746,NA,NA,NA,"45","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267869,421951
98747,NA,NA,NA,"43","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267022,422330
98770,NA,NA,NA,"46","DRUMADUFF ROAD",NA,NA,NA,"MAINE SOUTH","LIMAVADY","LONDONDERRY","BT490PT",271331,416211
98794,NA,NA,NA,"1","PROTESTANT STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",266949,422896
98803,NA,NA,NA,"20","BRANSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268745,422066
99393,NA,NA,NA,"1","CHERRYVALE PARK",NA,NA,NA,"LOMOND","LIMAVADY","LONDONDERRY","BT499AH",266100,425947
99647,NA,NA,NA,"60","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269193,422389
99654,NA,NA,NA,"52","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269192,422442
99680,NA,NA,NA,"4","ORCHARD LANE",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490LY",267745,423386
99859,NA,NA,NA,"21","ASHBOURNE ROAD",NA,NA,NA,"WALWORTH","LIMAVADY","LONDONDERRY","BT499QG",261250,422100
100073,NA,NA,NA,"5","ST. MARY'S CLOSE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AQ",267286,422627
100293,NA,NA,NA,"12","MULLAGH PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AY",267448,422601
100318,NA,NA,NA,"718","SEACOAST ROAD",NA,NA,NA,"BENONE","LIMAVADY","LONDONDERRY","BT490LH",272307,435846
100330,NA,NA,NA,"29","CARRIAGE COURT",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LU",267228,433016
100337,NA,NA,NA,"38","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268460,422032
100390,NA,NA,NA,"17","GLENBANK WALK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RJ",267797,422076
100391,NA,NA,NA,"4","LINDSTRAND GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TD",268678,422052
100403,NA,NA,NA,"89","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268224,421983
100411,NA,NA,NA,"2","SCROGGY CLOSE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SU",267915,422037
100417,NA,NA,NA,"30","ROSSNAVANNA",NA,NA,"BOVALLY","BOVALLY","LIMAVADY","LONDONDERRY","BT490TU",268805,422010
100427,NA,NA,NA,"11","TYLER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DW",267962,423536
100448,NA,NA,NA,"18","GLACK MOR",NA,NA,NA,"GLACK","LIMAVADY","LONDONDERRY","BT499GA",262004,418652
100520,NA,NA,NA,"10","CARROWCLARE ROAD",NA,NA,NA,"CRINDLE","LIMAVADY","LONDONDERRY","BT499ED",266017,427892
101432,NA,NA,NA,"134","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AP",267293,422523
101630,NA,NA,NA,"21","CARRIAGE COURT",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LU",267263,433038
102160,NA,NA,NA,"209","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268534,421441
102216,NA,NA,NA,"10","BENEVENAGH DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AQ",267395,422614
102810,NA,NA,NA,"42","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268850,422578
102842,NA,"FLAT 8","KELDON COURT","17","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266980,423083
102987,NA,NA,NA,"663","SEACOAST ROAD",NA,NA,NA,"UMBRA","LIMAVADY","LONDONDERRY","BT490LH",273474,435854
103003,NA,NA,NA,"28","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267121,432892
103004,NA,NA,NA,"178","DUNCRUN ROAD",NA,NA,NA,"CRAIG","LIMAVADY","LONDONDERRY","BT490LJ",270678,434259
103013,NA,NA,NA,"306","SEACOAST ROAD",NA,NA,NA,"OUGHTYMOYLE","LIMAVADY","LONDONDERRY","BT490JY",266854,431489
103113,NA,NA,NA,"127","CARROWCLARE ROAD",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EB",263613,427066
103176,NA,NA,NA,"93","SEACOAST ROAD",NA,NA,NA,"LOMOND","LIMAVADY","LONDONDERRY","BT499EG",266097,425693
103198,NA,NA,NA,"69","LOMOND ROAD",NA,NA,NA,"BALLYMACRAN","LIMAVADY","LONDONDERRY","BT499DZ",264143,426535
103411,NA,NA,NA,"2","ASHBURN COURT",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UE",267854,422569
103412,NA,NA,NA,"28","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266950,423083
103413,NA,NA,NA,"46","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267368,422419
103414,"LIMAVADY PRINTING COMPANY",NA,NA,"21","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266986,423171
103415,NA,NA,NA,"24","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267044,422293
103416,"ROEBUCK INN",NA,NA,"25","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267009,423167
103417,NA,NA,NA,"3","KEADY WAY",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AU",267494,422572
103418,NA,NA,NA,"49","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NY",268089,422350
103421,NA,NA,NA,"15","RATHBEG CRESCENT",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AT",267554,422531
103422,NA,NA,NA,"33","EDENMORE ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490NG",268315,422390
103423,NA,NA,NA,"7","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267446,421723
103424,NA,NA,NA,"9","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267451,421731
103425,NA,"FLAT 6 (2ND FLOOR)",NA,"14","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266974,423204
103427,NA,NA,NA,"1","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268001,421565
103428,NA,NA,NA,"8","GLENROE WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267687,421831
103435,NA,NA,NA,"28","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267736,422086
103438,NA,NA,NA,"181","ROE MILL ROAD",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EX",267254,421540
103439,NA,NA,NA,"20","MOYNE WALK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AX",267258,422381
103441,NA,NA,NA,"39","MASSEY AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267092,422690
103444,NA,NA,NA,"32","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267281,423182
103450,NA,NA,NA,"37","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268204,422421
103452,NA,NA,NA,"3","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267918,421772
103453,NA,NA,NA,"6","LAURAVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EE",268491,422731
103454,NA,NA,NA,"34","EDENVALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RF",268562,421897
103456,NA,NA,NA,"79","EDENMORE ROAD",NA,NA,NA,"EDENMORE","LIMAVADY","LONDONDERRY","BT490NG",269438,420412
103457,"O'BRIENS FURNITURE",NA,NA,"10","BALLYCLOSE STREET",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490BN",267342,423481
103462,NA,NA,NA,"147","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268350,421445
103463,NA,NA,NA,"9","MCQUILLAN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BQ",268353,422579
103466,NA,"FLAT 8","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968
103467,NA,NA,NA,"4","ROSSLEA GARDENS",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TJ",268909,421891
103470,NA,NA,NA,"47","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268601,422712
103471,NA,NA,NA,"12","BALLYAVELIN ROAD",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NE",268744,420152
103473,NA,NA,NA,"18","ARDGARVAN COTTAGES",NA,NA,NA,"ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268628,420101
103474,NA,NA,NA,"42","ROSE PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268854,421489
103475,NA,NA,NA,"100","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AU",267142,422190
103476,NA,NA,NA,"32","JOSEPHINE AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BA",267142,422500
103477,NA,NA,NA,"132","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268169,422184
103478,NA,NA,NA,"43","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268180,421988
103479,NA,NA,NA,"8","SCRIGGAN ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DH",268040,423626
103480,NA,NA,NA,"139","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268535,421630
103483,NA,NA,NA,"25","MCQUILLAN PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BQ",268421,422480
103490,NA,NA,NA,"151","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SP",268244,423029
103491,NA,NA,NA,"15","GLENLEA PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267756,421743
103492,NA,NA,NA,"102A","WHITEHILL PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490QG",268255,421617
103493,NA,NA,NA,"25","ROSSMARA",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269108,422119
103495,NA,NA,NA,"23","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268463,422156
103507,NA,NA,NA,"24","NEWTON ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UD",268659,422774
103513,NA,NA,NA,"10","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268683,421872
103517,NA,NA,NA,"2","ROSSVIEW DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490WD",268987,421966
103729,NA,NA,NA,"45","NEW LINE ROAD",NA,NA,NA,"MOYS","LIMAVADY","LONDONDERRY","BT499NF",264526,417012
103733,NA,NA,NA,"25","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267079,418181
103734,NA,NA,NA,"18","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267177,418192
103745,NA,NA,NA,"17","NEW LINE ROAD",NA,NA,NA,"DRUMRAIGHLAND","LIMAVADY","LONDONDERRY","BT499NF",263473,417315
